country,countryCode,indicatorName,indicatorCode,surveyArea,slumTotal,slumCases,slumClass,otherTotal,otherCases,otherClass,total,slumEst,slumLCL,slumUCL,otherEst,otherLCL,otherUCL,totalEst,totalLCL,totalUCL
Bangladesh,BGD,Households practicing sanitary disposal of child's faeces,san12,Survey Area 3,64,15,Low,66,11,Low,130,0.25,0.1406,0.3906,0.1515,0.0606,0.2727,0.1846,0.115,0.2615
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13,Survey Area 3,64,297,High,66,295,High,130,3.9219,2.75,5.2828,5.6061,4.5742,6.6523,5.1692,4.3919,6.0154
Bangladesh,BGD,Households relying on formal operators to maintain facility,san25,Survey Area 3,64,17,Low,66,11,Low,130,0.2656,0.125,0.4062,0.3788,0.2273,0.5455,0.3462,0.2385,0.4615
Bangladesh,BGD,Households whose women are using adequate hygienic menstrual hygiene materials,san28,Survey Area 3,64,56,High,66,58,High,130,1,0.9423,1,1,1,1,1,0.975,1
Bangladesh,BGD,Households with handwashing facilty with soap and water,san32,Survey Area 3,64,21,Low,66,35,Moderate,130,0.3906,0.2344,0.5781,0.5303,0.3939,0.6818,0.5,0.3846,0.6077
Bangladesh,BGD,Households relying on formal pit emptier,san35,Survey Area 3,64,3,Low,66,7,Low,130,0.0156,0,0.0938,0.0455,0,0.122,0.0385,0,0.0923
Bangladesh,BGD,Mean expenditure in drinking water,water12,Survey Area 3,64,824,High,66,2352,High,130,14.6667,0,53.5934,52.125,31.8293,82.1573,46.0625,28.489,66.2377
Bangladesh,BGD,Households with good self-perceived quality of drinking water,water14a,Survey Area 3,64,29,Low,66,55,High,130,0.4531,0.2969,0.6258,0.8636,0.7568,0.9545,0.7615,0.6612,0.8615
Bangladesh,BGD,Households relying on formal provider for service supply maintenance,water17,Survey Area 3,64,21,Low,66,19,Low,130,0.3281,0.1867,0.4844,0.4848,0.3333,0.6523,0.4308,0.3231,0.5385
Bangladesh,BGD,Households safely storing drinking water,water18,Survey Area 3,64,58,High,66,64,High,130,0.9032,0.7969,0.9688,0.9697,0.8939,1,0.9462,0.9,0.9846
Bangladesh,BGD,Households with formal drinking water service provision,water2a,Survey Area 3,64,55,High,66,32,Low,130,0.9672,0.9016,1,0.7879,0.6667,0.9242,0.8333,0.7519,0.9114
Bangladesh,BGD,Households with adequate physical access to drinking water,water7a,Survey Area 3,64,64,High,66,66,High,130,1,1,1,1,1,1,1,1,1
Bangladesh,BGD,Households with appropriate / acceptable sanitation facilities,acceptSan,Survey Area 4,66,0,Low,66,26,Low,132,0,0,0,0.4091,0.2424,0.5606,0.3485,0.25,0.4398
Bangladesh,BGD,Households in which every member is able to use and actually use sanitation facility,accessSan,Survey Area 4,66,57,High,66,62,High,132,0.7727,0.6364,0.8939,0.9545,0.8788,1,0.9318,0.8636,0.9773
Bangladesh,BGD,Households with access to sufficient and sustained drinking water,accessWater,Survey Area 4,66,3,Low,66,17,Low,132,0.0152,0,0.0758,0.2424,0.1364,0.3795,0.2197,0.1436,0.3186
Bangladesh,BGD,Households with adequate sanitation facility,adequateSan,Survey Area 4,66,65,High,66,65,High,132,0.8788,0.7727,0.9697,1,0.9697,1,0.9773,0.9394,1
Bangladesh,BGD,Mean likelihood of household being below the USAID extreme poverty line,extreme,Survey Area 4,66,7.821,Low,66,1.054,Low,132,0.1002,0.07,0.1388,0.0165,0.0038,0.0412,0.0293,0.0148,0.0476
Bangladesh,BGD,Households using open defecation,jmpSan1,Survey Area 4,66,0,Low,66,0,Low,132,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households using unimproved sanitation facility,jmpSan2,Survey Area 4,66,1,Low,66,1,Low,132,0.1212,0.0447,0.2273,0,0,0.0303,0.0227,0,0.053
Bangladesh,BGD,Households using shared improved sanitation facility,jmpSan3,Survey Area 4,66,64,High,66,18,Low,132,0.7576,0.6061,0.8788,0.2879,0.1515,0.4394,0.3561,0.2496,0.4621
Bangladesh,BGD,Households using improved sanitation facility not shared with others,jmpSan4,Survey Area 4,66,1,Low,66,47,Moderate,132,0.1212,0.0455,0.2273,0.697,0.5447,0.8333,0.6136,0.5076,0.7273
Bangladesh,BGD,Households using safely managed sanitaion facility,jmpSan5,Survey Area 4,66,1,Low,66,47,Moderate,132,0.1212,0.0455,0.2273,0.697,0.5455,0.8485,0.6212,0.5152,0.7197
Bangladesh,BGD,Households using surface water as source of drinking water,jmpWater1,Survey Area 4,66,0,Low,66,0,Low,132,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households using unimproved source of drinking water,jmpWater2,Survey Area 4,66,3,Low,66,2,Low,132,0.2727,0.1364,0.4242,0.0303,0,0.0909,0.0606,0.0152,0.1216
Bangladesh,BGD,Households using improved source of drinking water that takes more than 30 minutes to collect from,jmpWater3,Survey Area 4,66,63,High,66,64,High,132,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households using improved source of drinking water that takes 30 minutes or less to collect from,jmpWater4,Survey Area 4,66,14,Low,66,30,Low,132,0.4242,0.2727,0.6061,0.5758,0.4091,0.7121,0.5455,0.4318,0.6591
Bangladesh,BGD,Households using an improved source of drinking water that is located on premises and is available when needed,jmpWater5,Survey Area 4,66,14,Low,66,30,Low,132,0.303,0.1515,0.4545,0.4091,0.2417,0.5758,0.3939,0.2652,0.4924
Bangladesh,BGD,Households whose women are comfortable using sanitation facility during menstruation,jmpWoman,Survey Area 4,66,34,Moderate,66,57,High,132,0.5152,0.3228,0.6515,0.8594,0.7302,0.9538,0.8092,0.7208,0.8925
Bangladesh,BGD,Households whose women practice good menstrual hygiene behaviour,jmpWomenHygiene,Survey Area 4,66,0,Low,66,0,Low,132,1,1,1,0.9492,0.8569,1,0.9533,0.9043,0.9913
Bangladesh,BGD,Mean likelihood of household being below the Bangladesh lower national poverty line,nl,Survey Area 4,66,8.706,Low,66,1.11,Low,132,0.1101,0.0774,0.1466,0.0178,0.0044,0.0453,0.0309,0.0159,0.0536
Bangladesh,BGD,Mean number of household members per household,nMembers,Survey Area 4,66,0,NA,66,0,NA,132,4.5455,4.0152,5.0909,4.6061,4.1205,5.228,4.6364,4.2348,5.0621
Bangladesh,BGD,Mean likelihood of household being below 100% of the Bangladesh upper national poverty line,nu100,Survey Area 4,66,18.417,Low,66,3.341,Low,132,0.2362,0.1819,0.2913,0.0519,0.0259,0.0962,0.0789,0.0505,0.1134
Bangladesh,BGD,Mean likelihood of household being below 150% of the Bangladesh upper national poverty line,nu150,Survey Area 4,66,43.939,Moderate,66,17.767,Low,132,0.6211,0.5565,0.6824,0.2659,0.212,0.3407,0.3212,0.276,0.3767
Bangladesh,BGD,Mean likelihood of household being below 200% of the Bangladesh upper national poverty line,nu200,Survey Area 4,66,56.082,High,66,30.791,Low,132,0.8288,0.7867,0.8669,0.4581,0.3901,0.5374,0.5175,0.4519,0.5746
Bangladesh,BGD,Mean poverty score,ppi,Survey Area 4,66,0,NA,66,0,NA,132,46.1061,41.9697,50.2583,72.2273,66.8326,77.0356,68.4242,63.6659,72.0163
Bangladesh,BGD,Mean likelihood of household being below the $1.25/day 2005 PPP poverty line,ppp125,Survey Area 4,66,26.176,Low,66,6.015,Low,132,0.343,0.274,0.4144,0.0938,0.0557,0.1406,0.1293,0.093,0.1744
Bangladesh,BGD,Mean likelihood of household being below the $1.75/day 2005 PPP poverty line,ppp175,Survey Area 4,66,46.503,Moderate,66,20.429,Low,132,0.66,0.6045,0.7209,0.3063,0.2432,0.3782,0.3604,0.3008,0.4167
Bangladesh,BGD,Mean likelihood of household being below the $2.00/day 2005 PPP poverty line,ppp200,Survey Area 4,66,52.469,High,66,26.3,Low,132,0.76,0.7066,0.8136,0.3925,0.3262,0.4682,0.4473,0.3893,0.5076
Bangladesh,BGD,Mean likelihood of household being below the $2.50/day 2005 PPP poverty line,ppp250,Survey Area 4,66,59.166,High,66,36.019,Moderate,132,0.8803,0.8487,0.9135,0.5398,0.4594,0.6144,0.5918,0.5295,0.6483
Bangladesh,BGD,Mean wealth index,pQuintile,Survey Area 4,66,0,NA,66,0,NA,132,2.2424,1.9841,2.5152,4.197,3.8182,4.5311,3.9091,3.6205,4.1667
Bangladesh,BGD,Households practicing sanitary disposal of child's faeces,san12,Survey Area 4,66,11,Low,66,16,Low,132,0.2424,0.1212,0.3795,0.2121,0.1205,0.3333,0.2121,0.1439,0.3034
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13,Survey Area 4,66,607,High,66,524,High,132,10.7576,7.603,14.1689,8.803,6.9795,10.7144,9.0303,7.5598,10.7318
Bangladesh,BGD,Households relying on formal operators to maintain facility,san25,Survey Area 4,66,18,Low,66,14,Low,132,0.1515,0.0598,0.2879,0.2121,0.1053,0.3485,0.197,0.1212,0.2883
Bangladesh,BGD,Households whose women are using adequate hygienic menstrual hygiene materials,san28,Survey Area 4,66,62,High,66,54,High,132,1,1,1,1,1,1,1,1,1
Bangladesh,BGD,Households with handwashing facilty with soap and water,san32,Survey Area 4,66,31,Low,66,51,Moderate,132,0.6212,0.4394,0.7576,0.7424,0.5909,0.8788,0.7273,0.6288,0.8337
Bangladesh,BGD,Households relying on formal pit emptier,san35,Survey Area 4,66,6,Low,66,16,Low,132,0.1515,0.0606,0.303,0.2273,0.1205,0.3492,0.2121,0.1288,0.3106
Bangladesh,BGD,Mean expenditure in drinking water,water12,Survey Area 4,66,65,High,66,8002,High,132,18.9706,8.8531,30.0089,197.7857,132.1569,281.2964,181.8182,133.9495,238.9132
Bangladesh,BGD,Households with good self-perceived quality of drinking water,water14a,Survey Area 4,66,44,Moderate,66,40,Moderate,132,0.5455,0.3939,0.6826,0.6212,0.4545,0.7583,0.6061,0.4924,0.7197
Bangladesh,BGD,Households relying on formal provider for service supply maintenance,water17,Survey Area 4,66,12,Low,66,30,Low,132,0.1061,0.0303,0.2273,0.4545,0.303,0.6061,0.4015,0.3027,0.508
Bangladesh,BGD,Households safely storing drinking water,water18,Survey Area 4,66,58,High,66,43,Moderate,132,0.9394,0.8485,1,0.7031,0.5469,0.8502,0.7377,0.6293,0.8469
Bangladesh,BGD,Households with formal drinking water service provision,water2a,Survey Area 4,66,56,High,66,55,High,132,1,1,1,0.9091,0.7871,1,0.9077,0.8409,0.9692
Bangladesh,BGD,Households with adequate physical access to drinking water,water7a,Survey Area 4,66,65,High,66,66,High,132,0.8788,0.772,0.9545,1,1,1,0.9848,0.947,1
Bangladesh,BGD,Households with appropriate / acceptable sanitation facilities,acceptSan,Survey Area 5,66,0,Low,66,21,Low,132,0,0,0,0.3182,0.1667,0.4697,0.197,0.1061,0.2955
Bangladesh,BGD,Households in which every member is able to use and actually use sanitation facility,accessSan,Survey Area 5,66,61,High,66,62,High,132,0.8182,0.697,0.925,0.9545,0.8788,1,0.9015,0.833,0.9697
Bangladesh,BGD,Households with access to sufficient and sustained drinking water,accessWater,Survey Area 5,66,4,Low,66,19,Low,132,0.0455,0,0.1212,0.2879,0.1667,0.4545,0.2045,0.1212,0.303
Bangladesh,BGD,Households with adequate sanitation facility,adequateSan,Survey Area 5,66,66,High,66,66,High,132,1,1,1,1,1,1,1,1,1
Bangladesh,BGD,Mean likelihood of household being below the USAID extreme poverty line,extreme,Survey Area 5,66,5.711,Low,66,0.299,Low,132,0.0616,0.0468,0.0781,0.0045,0.0017,0.0086,0.0261,0.0159,0.0373
Bangladesh,BGD,Households using open defecation,jmpSan1,Survey Area 5,66,0,Low,66,0,Low,132,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households using unimproved sanitation facility,jmpSan2,Survey Area 5,66,0,Low,66,0,Low,132,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households using shared improved sanitation facility,jmpSan3,Survey Area 5,66,66,High,66,3,Low,132,1,1,1,0.0455,0,0.1212,0.3939,0.2727,0.5152
Bangladesh,BGD,Households using improved sanitation facility not shared with others,jmpSan4,Survey Area 5,66,0,Low,66,63,High,132,0,0,0,0.9545,0.8636,1,0.5985,0.4845,0.7125
Bangladesh,BGD,Households using safely managed sanitaion facility,jmpSan5,Survey Area 5,66,0,Low,66,63,High,132,0,0,0,0.9545,0.878,1,0.6061,0.4848,0.7121
Bangladesh,BGD,Households using surface water as source of drinking water,jmpWater1,Survey Area 5,66,0,Low,66,0,Low,132,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households using unimproved source of drinking water,jmpWater2,Survey Area 5,66,2,Low,66,2,Low,132,0,0,0.0303,0,0,0.0606,0.0152,0,0.0455
Bangladesh,BGD,Households using improved source of drinking water that takes more than 30 minutes to collect from,jmpWater3,Survey Area 5,66,64,High,66,64,High,132,0,0,0.0303,0,0,0,0,0,0.008
Bangladesh,BGD,Households using improved source of drinking water that takes 30 minutes or less to collect from,jmpWater4,Survey Area 5,66,29,Low,66,36,Moderate,132,0.6061,0.4394,0.7576,0.4697,0.3023,0.6364,0.5227,0.4239,0.6288
Bangladesh,BGD,Households using an improved source of drinking water that is located on premises and is available when needed,jmpWater5,Survey Area 5,66,29,Low,66,34,Moderate,132,0.4091,0.2424,0.5758,0.4848,0.3182,0.6515,0.4545,0.3409,0.5682
Bangladesh,BGD,Households whose women are comfortable using sanitation facility during menstruation,jmpWoman,Survey Area 5,66,30,Low,66,64,High,132,0.5303,0.3634,0.7121,0.9697,0.9242,1,0.8092,0.7121,0.8939
Bangladesh,BGD,Households whose women practice good menstrual hygiene behaviour,jmpWomenHygiene,Survey Area 5,66,0,Low,66,0,Low,132,1,0.9394,1,1,1,1,1,0.9829,1
Bangladesh,BGD,Mean likelihood of household being below the Bangladesh lower national poverty line,nl,Survey Area 5,66,6.25,Low,66,0.318,Low,132,0.0678,0.0501,0.0864,0.0047,0.0022,0.0083,0.0265,0.0173,0.0383
Bangladesh,BGD,Mean number of household members per household,nMembers,Survey Area 5,66,0,NA,66,0,NA,132,3.9394,3.4394,4.5303,4.8939,4.4091,5.5917,4.5606,4.1814,5.0386
Bangladesh,BGD,Mean likelihood of household being below 100% of the Bangladesh upper national poverty line,nu100,Survey Area 5,66,14.573,Low,66,1.736,Low,132,0.1802,0.1438,0.2156,0.0269,0.0166,0.0385,0.0827,0.0612,0.1072
Bangladesh,BGD,Mean likelihood of household being below 150% of the Bangladesh upper national poverty line,nu150,Survey Area 5,66,40.823,Moderate,66,13.373,Low,132,0.569,0.5155,0.6301,0.2059,0.1627,0.2528,0.3403,0.291,0.3923
Bangladesh,BGD,Mean likelihood of household being below 200% of the Bangladesh upper national poverty line,nu200,Survey Area 5,66,54.575,High,66,24.94,Low,132,0.8054,0.7623,0.8374,0.3828,0.3133,0.4484,0.5431,0.4809,0.6014
Bangladesh,BGD,Mean poverty score,ppi,Survey Area 5,66,0,NA,66,0,NA,132,50.3485,47.3614,53.3636,77.0606,73.303,81,67.2045,63.4598,71.3155
Bangladesh,BGD,Mean likelihood of household being below the $1.25/day 2005 PPP poverty line,ppp125,Survey Area 5,66,21.831,Low,66,3.651,Low,132,0.281,0.2329,0.3272,0.0551,0.0376,0.077,0.1386,0.1092,0.1714
Bangladesh,BGD,Mean likelihood of household being below the $1.75/day 2005 PPP poverty line,ppp175,Survey Area 5,66,43.68,Moderate,66,15.714,Low,132,0.6192,0.5745,0.6701,0.2413,0.1935,0.2931,0.3853,0.3292,0.434
Bangladesh,BGD,Mean likelihood of household being below the $2.00/day 2005 PPP poverty line,ppp200,Survey Area 5,66,50.52,Moderate,66,20.79,Low,132,0.7362,0.6899,0.7766,0.3226,0.2656,0.3879,0.4723,0.4091,0.5343
Bangladesh,BGD,Mean likelihood of household being below the $2.50/day 2005 PPP poverty line,ppp250,Survey Area 5,66,58.129,High,66,29.672,Low,132,0.8684,0.8347,0.8923,0.4589,0.3844,0.5314,0.6052,0.5396,0.6698
Bangladesh,BGD,Mean wealth index,pQuintile,Survey Area 5,66,0,NA,66,0,NA,132,2.3939,2.1212,2.6371,4.4545,4.1962,4.6515,3.697,3.4015,3.9549
Bangladesh,BGD,Households practicing sanitary disposal of child's faeces,san12,Survey Area 5,66,17,Low,66,15,Low,132,0.197,0.0909,0.3333,0.2121,0.1212,0.3485,0.2045,0.1364,0.2883
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13,Survey Area 5,66,559,High,66,486,High,132,11.0152,7.953,14.1826,7.6515,5.847,9.3636,8.8561,7.2652,10.5189
Bangladesh,BGD,Households relying on formal operators to maintain facility,san25,Survey Area 5,66,18,Low,66,20,Low,132,0.2121,0.0902,0.3333,0.2424,0.1364,0.3939,0.2273,0.1288,0.3333
Bangladesh,BGD,Households whose women are using adequate hygienic menstrual hygiene materials,san28,Survey Area 5,66,62,High,66,62,High,132,1,1,1,1,1,1,1,1,1
Bangladesh,BGD,Households with handwashing facilty with soap and water,san32,Survey Area 5,66,37,Moderate,66,65,High,132,0.8182,0.6811,0.925,0.9848,0.9394,1,0.9242,0.8485,0.9848
Bangladesh,BGD,Households relying on formal pit emptier,san35,Survey Area 5,66,2,Low,66,9,Low,132,0.1212,0.0455,0.2273,0.1212,0.0303,0.2576,0.1288,0.0606,0.2121
Bangladesh,BGD,Mean expenditure in drinking water,water12,Survey Area 5,66,976,High,66,4447,High,132,23.1852,0,65.6527,154.9091,85.7677,241.7171,123.9538,76.7785,179.1168
Bangladesh,BGD,Households with good self-perceived quality of drinking water,water14a,Survey Area 5,66,31,Low,66,38,Moderate,132,0.2879,0.1515,0.4402,0.5758,0.4242,0.7129,0.4697,0.3561,0.5758
Bangladesh,BGD,Households relying on formal provider for service supply maintenance,water17,Survey Area 5,66,8,Low,66,37,Moderate,132,0.0909,0,0.1818,0.5303,0.3636,0.6826,0.3712,0.2727,0.4773
Bangladesh,BGD,Households safely storing drinking water,water18,Survey Area 5,66,63,High,66,56,High,132,0.8636,0.7424,0.9394,0.871,0.7273,0.9697,0.8692,0.7853,0.9394
Bangladesh,BGD,Households with formal drinking water service provision,water2a,Survey Area 5,66,51,Moderate,66,61,High,132,1,0.9486,1,0.9545,0.8636,1,0.9612,0.9098,1
Bangladesh,BGD,Households with adequate physical access to drinking water,water7a,Survey Area 5,66,65,High,66,65,High,132,1,0.9697,1,1,0.9538,1,0.9924,0.9697,1
Bangladesh,BGD,Households with appropriate / acceptable sanitation facilities,acceptSan,Survey Area 6,66,1,Low,66,1,Low,132,0.0152,0,0.0606,0,0,0.0303,0,0,0.0303
Bangladesh,BGD,Households in which every member is able to use and actually use sanitation facility,accessSan,Survey Area 6,66,61,High,66,58,High,132,0.9697,0.8636,1,0.9091,0.7879,0.9697,0.9091,0.8333,0.9621
Bangladesh,BGD,Households with access to sufficient and sustained drinking water,accessWater,Survey Area 6,66,0,Low,66,16,Low,132,0,0,0,0.2576,0.1356,0.3939,0.2273,0.1364,0.3186
Bangladesh,BGD,Households with adequate sanitation facility,adequateSan,Survey Area 6,66,54,High,66,60,High,132,0.8939,0.7871,0.9697,0.9545,0.8788,1,0.947,0.8788,0.9848
Bangladesh,BGD,Mean likelihood of household being below the USAID extreme poverty line,extreme,Survey Area 6,66,6.817,Low,66,1.033,Low,132,0.0862,0.0651,0.1239,0.0126,0.0055,0.0229,0.0239,0.0124,0.037
Bangladesh,BGD,Households using open defecation,jmpSan1,Survey Area 6,66,3,Low,66,0,Low,132,0.0303,0,0.0909,0,0,0,0,0,0.0227
Bangladesh,BGD,Households using unimproved sanitation facility,jmpSan2,Survey Area 6,66,3,Low,66,4,Low,132,0.0303,0,0.1061,0.0152,0,0.0909,0.0227,0,0.0682
Bangladesh,BGD,Households using shared improved sanitation facility,jmpSan3,Survey Area 6,66,52,Moderate,66,8,Low,132,0.8636,0.7576,0.9697,0.1818,0.0758,0.3333,0.2803,0.1818,0.3867
Bangladesh,BGD,Households using improved sanitation facility not shared with others,jmpSan4,Survey Area 6,66,2,Low,66,52,Moderate,132,0.0152,0,0.0758,0.7727,0.6212,0.9242,0.6515,0.5303,0.7727
Bangladesh,BGD,Households using safely managed sanitaion facility,jmpSan5,Survey Area 6,66,2,Low,66,47,Moderate,132,0.0303,0,0.0909,0.7424,0.5902,0.8788,0.6364,0.5148,0.7424
Bangladesh,BGD,Households using surface water as source of drinking water,jmpWater1,Survey Area 6,66,0,Low,66,0,Low,132,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households using unimproved source of drinking water,jmpWater2,Survey Area 6,66,14,Low,66,2,Low,132,0.1061,0.0303,0.2273,0,0,0.0606,0.0227,0,0.061
Bangladesh,BGD,Households using improved source of drinking water that takes more than 30 minutes to collect from,jmpWater3,Survey Area 6,66,52,Moderate,66,64,High,132,0.0455,0,0.1068,0,0,0,0,0,0.0303
Bangladesh,BGD,Households using improved source of drinking water that takes 30 minutes or less to collect from,jmpWater4,Survey Area 6,66,0,Low,66,37,Moderate,132,0.8485,0.7258,0.9697,0.2727,0.1356,0.425,0.3636,0.2576,0.4928
Bangladesh,BGD,Households using an improved source of drinking water that is located on premises and is available when needed,jmpWater5,Survey Area 6,66,0,Low,66,37,Moderate,132,0,0,0,0.7121,0.5303,0.8485,0.6061,0.492,0.7277
Bangladesh,BGD,Households whose women are comfortable using sanitation facility during menstruation,jmpWoman,Survey Area 6,66,58,High,66,59,High,132,0.75,0.5872,0.8943,1,0.9374,1,0.952,0.8984,1
Bangladesh,BGD,Households whose women practice good menstrual hygiene behaviour,jmpWomenHygiene,Survey Area 6,66,0,Low,66,0,Low,132,0.9683,0.8922,1,1,0.9607,1,0.9913,0.9636,1
Bangladesh,BGD,Mean likelihood of household being below the Bangladesh lower national poverty line,nl,Survey Area 6,66,7.528,Low,66,1.177,Low,132,0.099,0.0667,0.1368,0.0143,0.006,0.028,0.0274,0.0145,0.0433
Bangladesh,BGD,Mean number of household members per household,nMembers,Survey Area 6,66,0,NA,66,0,NA,132,4.2424,3.8182,4.6212,4.5303,4.0902,4.9856,4.4924,4.1284,4.7883
Bangladesh,BGD,Mean likelihood of household being below 100% of the Bangladesh upper national poverty line,nu100,Survey Area 6,66,16.279,Low,66,3.927,Low,132,0.2193,0.1729,0.2778,0.0492,0.03,0.0753,0.0739,0.0506,0.1008
